HQID,MLBAMID,Player,Age,Throws,Tm,LG,LIMA,"MM Code",MM,ADP,"Min ADP","Max ADP",DL,W,L,G,QS,SV,BS,HD,12$,15$,IP,H,ER,HR,BB,K,ERA,WHIP,BF/G,K9,K%,BB/9,BB%,Cmd,K-BB%,HR9,OOB,xERA,G%,L%,F%,H%,S%,RAR,BPX
5202,622786,"Tinoco, Jesus",29,R,MIA,NL,A+,"3321 AFB",36,446.11,275,629,,2,2,55,,11,1,19,-1,-1,73.0,65,29,8,19,71,3.58,1.15,5.3,8.8,24%,2.3,6%,3.7,17.9%,1.0,.290,3.75,44%,14%,42%,29%,72%,3.1,132.6299
4410,543859,"Tonkin, Michael",35,R,MIN,AL,F,"3400 AFF",0,451.33,744,744,15,2,2,42,,,,14,-9,-9,58.0,53,24,6,24,63,3.72,1.33,5.7,9.8,26%,3.7,9%,2.6,16.2%,0.9,.320,3.77,41%,24%,35%,31%,74%,2.4,107.8644
4578,595014,"Treinen, Blake",36,R,LA,NL,A,"5410 FFC",15,406.93,168,643,406,5,3,51,,9,4,14,6,6,51.0,38,14,5,13,58,2.47,1.00,3.8,10.2,29%,2.3,6%,4.5,23.1%,0.9,.262,3.11,46%,16%,38%,27%,80%,6.2,167.0302
5180,605513,"Turnbull, Spencer",32,R,PHI,NL,A+,"3200 FDF",0,500.61,364,749,378,2,1,11,,,,1,-11,-11,44.0,39,20,4,18,41,4.09,1.30,16.5,8.4,22%,3.7,9%,2.3,12.7%,0.8,.315,3.88,50%,18%,32%,29%,69%,1.2,90.8296
6839,667725,"Tyler, Kyle",28,R,PHI,NL,F,"1000 AFF",0,,,,,1,1,3,1,,,,-14,-14,15.0,16,8,1,6,11,4.80,1.47,21.4,6.6,17%,3.6,9%,1.8,7.8%,0.6,.342,4.74,44%,20%,36%,32%,66%,-1.2,49.7134
6676,670955,"Uceta, Edwin",27,R,TB,AL,A,"4420 FDA",28,352.23,221,629,114,3,2,37,,14,,15,3,3,58.0,41,21,4,21,69,3.26,1.07,6.1,10.7,30%,3.3,9%,3.3,21.3%,0.6,.275,3.31,35%,28%,37%,28%,70%,5.6,134.2718
5916,621249,"Underwood Jr., Duane",30,R,NYY,AL,F,"0200 AFF",0,,,,,1,,6,,,,,-14,-14,7.0,7,3,1,5,6,3.86,1.71,5.3,7.7,18%,6.4,15%,1.2,3.1%,1.3,.378,5.23,44%,20%,36%,30%,81%,-1.0,-14.629
4898,570632,"Urena, Jose",33,R,NYM,NL,F,"2000 AFF",0,451.09,529,529,15,1,2,18,,,,1,-13,-13,29.0,27,14,3,11,21,4.34,1.31,6.7,6.5,17%,3.4,9%,1.9,8.3%,0.9,.317,4.29,47%,19%,31%,28%,68%,-0.7,57.3414
7211,682842,"Uribe, Abner",24,R,MIL,NL,C+,"4500 ADF",0,506.24,333,748,,1,1,27,,,1,5,-12,-12,29.0,19,13,2,21,37,4.03,1.38,4.5,11.5,30%,6.5,17%,1.8,13.1%,0.6,.329,3.54,53%,21%,26%,27%,71%,2.0,70.2373
5963,664285,"Valdez, Framber",31,L,HOU,AL,C+,"5305 CAA",90,67.10,43,109,19,16,8,30,15,,,,28,28,189.0,152,62,14,60,185,2.95,1.12,24.8,8.8,24%,2.9,8%,3.1,16.8%,0.7,.285,2.94,62%,19%,20%,28%,75%,27.1,138.3765
7255,681402,"Varland, Gus",28,R,CWS,AL,F,"1110 AFF",4,457.01,492,749,,3,3,50,,9,3,14,-33,-33,58.0,83,55,11,22,49,8.53,1.81,5.4,7.6,18%,3.4,8%,2.2,10.1%,1.7,.391,4.82,44%,20%,36%,38%,53%,-5.2,76.0866
7134,686973,"Varland, Louie",27,R,MIN,AL,B,"2201 ACB",7,478.28,375,749,,4,4,44,,,,,-9,-9,87.0,86,41,12,30,79,4.24,1.33,8.2,8.2,21%,3.1,8%,2.6,13.6%,1.2,.321,4.09,42%,22%,36%,30%,72%,0.1,95.0484
7393,678024,"Vasil, Mike",24,R,TB,AL,F,"0000 AFF",0,452.86,565,747,,3,4,13,4,,,10,-23,-23,58.0,71,39,10,21,40,6.05,1.59,19.7,6.2,15%,3.3,8%,1.9,7.4%,1.6,.360,4.91,44%,20%,36%,33%,64%,-5.8,52.1763
7273,681190,"Vasquez, Randy",26,R,SD,NL,C+,"1100 ACB",0,485.90,419,750,,2,2,10,3,,,,-17,-17,44.0,51,25,6,15,33,5.11,1.50,19.0,6.8,17%,3.1,7%,2.2,9.5%,1.2,.347,4.80,38%,23%,39%,33%,68%,-3.8,62.2672
1236,434378,"Verlander, Justin",42,R,SF,NL,A+,"1103 FAC",18,392.52,221,644,143,7,9,25,13,,,,-9,-9,138.0,143,72,14,35,113,4.70,1.29,22.7,7.4,19%,2.3,6%,3.2,13.7%,0.9,.314,4.58,33%,20%,48%,31%,64%,-8.2,93.6117
6401,681911,"Vesia, Alex",28,L,LA,NL,B+,"3500 ACB",0,502.83,318,749,,4,3,62,,,2,14,-0,-0,58.0,37,20,5,28,79,3.10,1.12,3.7,12.3,34%,4.3,12%,2.8,22.3%,0.8,.284,3.70,27%,16%,57%,27%,75%,2.8,123.7134
6649,676684,"Vest, Will",29,R,DET,AL,A,"3210 DCB",9,492.98,414,750,58,2,2,42,,2,2,11,-8,-8,44.0,40,18,3,14,41,3.68,1.23,4.2,8.4,23%,2.9,7%,2.9,15.2%,0.6,.303,3.58,48%,23%,29%,30%,70%,2.8,113.7935
7837,680767,"Vodnik, Victor",25,R,COL,NL,C,"1210 BDA",5,490.18,381,750,21,4,4,47,,4,4,7,-12,-12,58.0,57,27,6,34,52,4.19,1.57,5.4,8.1,20%,5.3,13%,1.5,7.1%,0.9,.357,4.40,54%,18%,28%,31%,75%,-2.2,39.5655
5301,608723,"Voth, Austin",32,R,SEA,AL,F,"2200 FFF",0,451.16,591,591,71,2,2,58,,,,8,-11,-11,58.0,54,28,7,18,54,4.34,1.24,4.1,8.4,22%,2.8,7%,3.0,15.3%,1.1,.306,4.16,35%,22%,43%,30%,67%,-0.4,100.9205
4315,608379,"Wacha, Michael",33,R,KC,AL,B+,"2203 FAA",27,271.58,169,340,118,12,10,27,9,,,,11,11,160.0,149,64,21,42,142,3.60,1.19,23.8,8.0,22%,2.4,6%,3.4,15.6%,1.2,.297,4.04,38%,21%,41%,29%,74%,1.1,109.5747
7091,686610,"Waldichuk, Ken",27,L,ATH,AL,B,"2300 FAF",0,,,,171,1,1,5,1,,,,-13,-13,29.0,26,14,4,12,29,4.34,1.31,24.0,9.0,24%,3.7,10%,2.4,14.2%,1.2,.317,4.19,38%,20%,42%,29%,70%,-0.3,88.4351
7906,694462,"Waldrep, Hurston",23,R,ATL,NL,C+,"2200 CFC",0,505.64,402,749,43,2,2,6,2,,,,-14,-14,29.0,30,15,4,13,27,4.66,1.48,20.8,8.4,21%,4.0,10%,2.1,11.2%,1.2,.345,4.27,45%,20%,35%,32%,71%,-0.6,74.1482
7358,663362,"Waldron, Matt",28,R,SD,NL,B,"1101 ACB",4,503.68,358,735,,3,3,20,7,,,,-15,-15,94.0,102,50,13,28,76,4.79,1.38,19.8,7.3,19%,2.7,7%,2.7,12.1%,1.2,.329,4.57,39%,18%,43%,32%,68%,-5.5,86.2915
7319,677020,"Walker, Josh",30,L,TOR,AL,F,"1300 AFF",0,,,,,1,1,13,,,,,-13,-13,15.0,12,7,2,9,15,4.20,1.40,4.9,9.0,23%,5.4,14%,1.7,9.5%,1.2,.332,4.37,44%,20%,36%,26%,73%,-0.5,43.5562
7323,676254,"Walker, Ryan",29,R,SF,NL,C+,"5431 ACA",72,112.59,49,350,,6,5,67,,25,3,13,13,13,73.0,54,23,5,24,82,2.84,1.07,4.2,10.1,28%,3.0,8%,3.4,20.4%,0.6,.275,3.21,46%,21%,34%,28%,75%,8.0,143.7356
4062,592836,"Walker, Taijuan",32,R,PHI,NL,C,"1000 FAB",0,453.58,614,750,103,1,1,5,1,,,1,-15,-15,22.0,23,12,4,9,16,4.91,1.45,18.8,6.5,17%,3.7,9%,1.8,7.4%,1.6,.340,4.86,41%,21%,38%,29%,71%,-2.1,42.8037
6458,686796,"Walston, Blake",23,L,ARI,NL,F,"1200 AFF",0,,,,,2,1,9,3,,,,-14,-14,44.0,46,21,4,18,39,4.30,1.45,20.9,8.0,20%,3.7,9%,2.2,11.2%,0.8,.340,4.37,44%,20%,36%,33%,71%,-1.5,75.5735
8116,689958,"Walters, Andrew",24,R,CLE,AL,F,"4500 AFF",0,453.63,526,749,,4,,51,,,1,9,-5,-5,51.0,38,20,5,25,67,3.53,1.24,4.1,11.8,32%,4.4,12%,2.7,20.3%,0.9,.305,3.29,44%,20%,36%,30%,74%,5.1,131.9115
8071,701542,"Warren, Will",25,R,NYY,AL,B,"1201 ADB",5,489.75,204,750,,6,6,19,6,,,,-12,-12,102.0,103,53,14,39,96,4.68,1.39,22.6,8.5,22%,3.4,9%,2.5,13.3%,1.2,.331,4.44,35%,22%,43%,31%,69%,-4.3,82.7568
6613,677960,"Weathers, Ryan",25,L,MIA,NL,A+,"2103 FCC",24,373.00,238,460,99,7,8,24,4,,,,-3,-3,131.0,130,57,22,40,108,3.92,1.30,22.5,7.4,20%,2.8,7%,2.7,12.6%,1.5,.315,4.32,41%,19%,40%,29%,76%,-3.5,89.2903
5349,596133,"Weaver, Luke",31,R,NYY,AL,B+,"4410 DAC",13,328.23,70,672,88,4,4,42,,4,,20,0,0,58.0,44,20,6,20,66,3.10,1.10,5.4,10.2,28%,3.1,8%,3.3,20.2%,0.9,.281,3.54,37%,21%,42%,28%,75%,4.0,131.8317
6112,657097,"Webb, Jacob",31,R,TEX,AL,F,"2310 BFF",8,468.34,280,749,42,2,3,60,,6,,16,-7,-7,58.0,50,24,5,27,60,3.72,1.33,4.0,9.3,24%,4.2,11%,2.2,13.7%,0.8,.320,4.32,33%,23%,44%,30%,73%,-1.6,74.6271
6237,657277,"Webb, Logan",28,R,SF,NL,B+,"4105 BAA",70,104.37,25,152,7,14,10,32,15,,,,17,17,203.0,194,78,13,52,171,3.46,1.21,25.6,7.6,20%,2.3,6%,3.3,14.5%,0.6,.301,3.34,58%,20%,23%,31%,72%,18.9,125.5035
7116,669711,"Weissert, Greg",30,R,BOS,AL,A+,"2300 ADC",0,,,,,3,3,41,,,2,5,-9,-9,44.0,40,19,5,17,43,3.89,1.30,4.4,8.8,23%,3.5,9%,2.5,14.4%,1.0,.315,3.98,42%,21%,37%,30%,73%,0.6,96.2798
6606,669330,"Wells, Tyler",30,R,BAL,AL,B,"1200 FCA",0,452.52,632,709,213,1,1,8,,,,,-14,-14,22.0,22,12,4,7,21,4.91,1.32,11.4,8.6,23%,2.9,7%,3.0,15.4%,1.6,.319,4.49,32%,18%,51%,30%,68%,-1.1,99.6548
6221,666214,"Wentz, Joey",27,L,PIT,NL,C+,"1300 CDF",0,,,,,2,2,16,,,,4,-14,-14,44.0,43,23,8,20,43,4.70,1.43,11.7,8.8,22%,4.1,10%,2.1,12.3%,1.6,.337,4.41,38%,19%,41%,30%,72%,-1.7,72.9396
6971,669713,"Wesneski, Hayden",27,R,HOU,AL,B,"2201 DCA",7,448.17,284,747,57,6,5,31,,,,,-2,-2,102.0,95,45,16,30,94,3.97,1.23,13.3,8.3,22%,2.6,7%,3.1,15.5%,1.4,.303,4.03,43%,15%,42%,28%,73%,0.9,112.5051
4084,554430,"Wheeler, Zack",34,R,PHI,NL,C,"5405 CAA",95,22.92,13,47,36,14,9,30,16,,,,33,33,189.0,150,61,18,44,206,2.90,1.03,24.2,9.8,28%,2.1,6%,4.7,22.3%,0.9,.267,3.16,45%,20%,36%,28%,75%,21.8,162.914
8139,687931,"Whisenhunt, Carson",24,L,SF,NL,F,"2300 AFF",0,484.92,526,750,,1,1,7,2,,,,-17,-17,29.0,34,17,3,13,31,5.28,1.62,18.4,9.6,24%,4.0,10%,2.4,14.0%,0.9,.365,4.15,44%,20%,36%,37%,68%,-0.2,98.4576
7164,669391,"White, Owen",25,R,CWS,AL,F,"0000 AFF",0,,,,,,1,4,,,,,-18,-18,15.0,18,10,2,7,10,6.00,1.67,16.8,6.0,14%,4.2,10%,1.4,4.5%,1.2,.371,5.27,44%,20%,36%,33%,65%,-2.2,18.9276
5737,666215,"Whitley, Forrest",27,R,HOU,AL,F,"3300 AFF",0,453.47,590,742,,5,1,42,,,,5,-6,-6,44.0,37,18,5,20,47,3.68,1.30,4.3,9.6,25%,4.1,11%,2.4,14.9%,1.0,.315,3.85,44%,20%,36%,29%,75%,1.3,96.4052
6633,676477,"Whitlock, Garrett",28,R,BOS,AL,B,"4311 FCA",26,503.99,305,749,288,5,5,26,,4,1,14,-0,-0,73.0,64,29,8,20,73,3.58,1.15,11.2,9.0,25%,2.5,6%,3.6,18.3%,1.0,.290,3.47,45%,21%,34%,29%,72%,5.7,134.8989
7181,696136,"Wicks, Jordan",25,L,CHI,NL,C+,"1100 FDB",0,503.46,344,749,123,2,2,12,4,,,,-17,-17,51.0,54,29,11,20,41,5.12,1.45,18.1,7.2,18%,3.5,9%,2.0,9.6%,1.9,.340,4.62,41%,22%,38%,29%,71%,-3.3,61.583
6226,642207,"Williams, Devin",30,R,NYY,AL,A,"5530 FAA",54,50.86,24,143,123,6,4,61,,34,3,5,20,20,58.0,29,11,4,28,89,1.71,0.98,3.6,13.8,40%,4.3,12%,3.2,27.7%,0.6,.258,2.55,46%,19%,35%,25%,86%,11.1,177.1895
7187,668909,"Williams, Gavin",25,R,CLE,AL,A+,"2303 FCB",30,240.01,154,345,95,7,5,28,9,,,,-6,-6,145.0,137,69,16,60,150,4.28,1.36,21.6,9.3,24%,3.7,9%,2.5,14.9%,1.0,.325,4.07,40%,22%,39%,31%,70%,0.6,97.0779
5175,592866,"Williams, Trevor",32,R,WSH,NL,A,"2203 FAC",27,485.62,220,687,106,8,5,30,7,,,,-2,-2,131.0,132,56,17,41,113,3.85,1.32,18.1,7.8,20%,2.8,7%,2.8,13.3%,1.2,.319,4.15,43%,20%,37%,31%,75%,-0.8,96.3938
5962,669060,"Wilson, Bryse",27,R,CWS,AL,A+,"1001 BBA",3,458.09,516,746,13,4,7,39,,,,,-17,-17,102.0,119,56,18,25,67,4.94,1.41,11.1,5.9,15%,2.2,5%,2.7,9.7%,1.6,.334,4.86,37%,21%,42%,31%,69%,-9.6,70.3627
4183,458677,"Wilson, Justin",37,L,BOS,AL,F,"3300 FFF",0,,,,369,1,2,60,,,,9,-14,-14,58.0,60,30,10,18,58,4.66,1.34,4.0,9.0,24%,2.8,7%,3.2,16.6%,1.6,.323,3.75,44%,22%,34%,32%,70%,2.5,123.9072
7382,642216,"Winans, Allan",29,R,NYY,AL,F,"1000 AFF",0,,,,,1,1,5,1,,,,-13,-13,22.0,24,10,4,6,15,4.09,1.36,18.4,6.1,16%,2.5,6%,2.5,9.8%,1.6,.326,4.48,44%,20%,36%,29%,76%,-1.0,75.6761
7010,670174,"Winckowski, Josh",26,R,BOS,AL,B,"2100 ABA",0,,,,13,3,3,25,,,1,,-12,-12,58.0,64,26,7,19,45,4.03,1.43,9.9,7.0,18%,3.0,7%,2.4,10.5%,1.1,.337,4.16,50%,20%,30%,32%,75%,-0.4,84.3645
6932,680739,"Winder, Josh",28,R,ARI,NL,F,"1200 AFF",0,,,,,2,,24,,,1,,-24,-24,36.0,56,27,4,11,32,6.75,1.86,7.0,8.0,18%,2.8,6%,2.9,12.5%,1.0,.398,4.63,44%,20%,36%,42%,63%,-2.3,104.6148
7341,676775,"Winn, Keaton",27,R,SF,NL,B,"2100 FDB",0,469.00,545,743,121,2,1,8,2,,,,-14,-14,36.0,36,20,5,12,29,5.00,1.33,18.7,7.2,19%,3.0,8%,2.4,11.4%,1.2,.321,4.02,50%,19%,31%,29%,65%,0.4,88.3667
7383,680232,"Wolf, Jackson",25,L,SD,NL,F,"0000 AFF",0,,,,,1,1,5,,,,,-18,-18,15.0,19,11,2,9,11,6.60,1.87,14.1,6.6,15%,5.4,12%,1.2,2.8%,1.2,.398,5.62,44%,20%,36%,35%,65%,-2.8,-5.7011
8161,664991,"Wolfram, Grant",28,L,MIL,NL,F,"1200 AFF",0,,,,,1,,11,,,,,-13,-13,15.0,14,6,1,7,13,3.60,1.40,5.8,7.8,20%,4.2,11%,1.9,9.5%,0.6,.332,4.40,44%,20%,36%,30%,75%,-0.6,55.8706
7330,693433,"Woo, Bryan",25,R,SEA,AL,B,"3203 DCA",33,144.26,89,264,77,9,6,27,9,,,,19,19,145.0,126,49,15,20,125,3.04,1.01,20.6,7.8,22%,1.2,3%,6.2,18.9%,0.9,.263,3.70,40%,18%,42%,28%,74%,7.2,141.6148
6313,663765,"Woodford, Jake",28,R,COL,NL,F,"1000 AFF",0,,,,,1,2,6,1,,,,-17,-17,29.0,36,17,4,9,20,5.28,1.55,21.1,6.2,15%,2.8,7%,2.2,8.7%,1.2,.355,4.75,44%,20%,36%,34%,68%,-2.3,66.6456
5427,605540,"Woodruff, Brandon",32,R,MIL,NL,B,"5403 FBA",51,242.18,102,415,321,8,5,22,11,,,,13,13,131.0,108,49,15,32,153,3.37,1.07,23.2,10.5,30%,2.2,6%,4.8,23.8%,1.0,.275,3.25,41%,19%,41%,30%,72%,13.8,169.6413
6406,680573,"Woods Richardson, Simeon",24,R,MIN,AL,C+,"1201 ACC",5,485.40,347,662,,5,3,27,9,,,,-8,-8,123.0,113,58,12,50,111,4.24,1.33,18.9,8.1,21%,3.7,9%,2.2,12.0%,0.9,.320,4.53,35%,21%,44%,30%,69%,-6.5,68.8006
5977,657140,"Wright, Kyle",29,R,KC,AL,B,"4201 FCC",11,499.43,414,748,315,6,5,19,7,,,,-9,-9,87.0,87,42,12,31,81,4.34,1.36,19.1,8.4,22%,3.2,8%,2.6,13.8%,1.2,.325,3.53,55%,21%,24%,31%,71%,6.1,110.7947
8037,680736,"Wrobleski, Justin",24,L,LA,NL,F,"2200 AFF",0,463.06,550,748,,2,1,6,2,,,,-12,-12,29.0,31,13,2,9,27,4.03,1.38,20.3,8.4,22%,2.8,7%,3.0,14.8%,0.6,.329,3.96,44%,20%,36%,34%,71%,0.5,111.1824
7359,691094,"Wynne, Randy",32,R,CIN,NL,F,"0000 AFF",0,451.15,587,587,,,,4,,,,,-17,-17,15.0,20,9,5,5,7,5.40,1.67,16.8,4.2,10%,3.0,7%,1.4,3.0%,3.0,.371,5.45,44%,20%,36%,29%,80%,-2.5,18.9276
7897,808967,"Yamamoto, Yoshinobu",26,R,LA,NL,A,"5403 DAB",51,64.41,28,158,88,12,7,29,10,,,,22,22,160.0,134,53,10,43,178,2.98,1.11,21.7,10.0,28%,2.4,6%,4.1,21.5%,0.6,.282,3.05,46%,24%,29%,31%,74%,20.8,158.3075
4647,489446,"Yates, Kirby",37,R,LA,NL,C+,"5510 FBD",16,182.07,67,524,152,8,3,55,,9,2,14,12,12,58.0,28,16,5,26,76,2.48,0.93,4.0,11.8,34%,4.0,11%,2.9,23.0%,0.8,.248,3.10,44%,13%,44%,20%,77%,7.1,142.9944
8143,684974,"Yoho, Craig",25,R,MIL,NL,F,"5500 AFF",0,488.30,338,750,,1,1,13,,,,,-10,-10,15.0,10,5,1,7,21,3.00,1.13,4.6,12.6,35%,4.2,11%,3.0,23.6%,0.6,.287,2.97,44%,20%,36%,29%,75%,2.1,154.3852
6182,622065,"Young, Alex",31,L,CIN,NL,F,"1000 AFF",0,,,,,1,,14,,,,,-11,-11,15.0,13,5,1,5,10,3.00,1.20,4.3,6.0,16%,3.0,8%,2.0,8.3%,0.6,.298,4.44,44%,20%,36%,27%,76%,-0.6,55.8706
8160,687064,"Young, Brandon",26,R,BAL,AL,F,"2200 AFF",0,482.78,567,749,,1,1,4,,,,,-13,-13,15.0,15,7,1,5,13,4.20,1.33,15.6,7.8,20%,3.0,8%,2.6,12.8%,0.6,.321,4.06,44%,20%,36%,32%,68%,0.1,92.8135
6986,664849,"Young, Danny",30,L,NYM,NL,F,"4400 AFF",0,451.30,722,722,,1,2,41,,,,5,-14,-14,44.0,37,23,6,21,48,4.70,1.32,4.4,9.8,26%,4.3,11%,2.3,14.8%,1.2,.319,3.47,55%,17%,28%,28%,67%,3.4,106.7926
8086,666171,"Zeferjahn, Ryan",27,R,LAA,AL,F,"2300 AFF",0,476.47,395,750,,1,3,28,,,1,,-12,-12,44.0,38,19,5,21,46,3.89,1.34,6.5,9.4,25%,4.3,11%,2.2,13.7%,1.0,.322,3.97,44%,20%,36%,29%,74%,0.7,85.8354
6886,672582,"Zerpa, Angel",25,L,KC,AL,F,"3200 FFF",0,,,,181,1,1,48,,,,8,-11,-11,44.0,40,19,5,16,40,3.89,1.27,3.8,8.2,22%,3.3,8%,2.5,13.3%,1.0,.311,3.63,53%,20%,27%,29%,72%,2.5,102.5624
7222,691172,"Zulueta, Yosver",27,R,CIN,NL,F,"0200 AFF",0,,,,,1,1,11,,,1,,-15,-15,15.0,17,8,1,9,14,4.80,1.73,6.2,8.4,20%,5.4,13%,1.6,7.3%,0.6,.381,4.93,44%,20%,36%,36%,72%,-1.5,31.2419
6648,676969,"de Geus, Brett",27,R,MIA,NL,F,"0000 AFF",0,,,,,,3,29,,,4,3,-21,-21,29.0,39,19,2,10,15,5.90,1.69,4.5,4.7,11%,3.1,7%,1.5,3.8%,0.6,.375,5.43,44%,20%,36%,35%,63%,-4.8,25.29
4475,594798,"deGrom, Jacob",36,R,TEX,AL,A,"5501 FDB",16,49.63,19,131,451,4,4,14,8,,,,5,5,80.0,65,27,7,16,100,3.04,1.01,21.9,11.2,32%,1.8,5%,6.2,27.4%,0.8,.264,2.96,40%,18%,41%,31%,73%,11.2,196.003
"2025-03-12 00:10:44"
