HQID,MLBAMID,Player,Age,Bats,Team,Lg,Pos,LY5,LY10,LY15,LY20,LIMA,"MM Code",MM,ADP,"Min ADP","Max ADP",DL,12$,15$,PA,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS,BB%,ct%,Eye,h%,PX,SPD,RSpd,G%,L%,F%,xBA,BA,RC/G,RAR,BPX
7067,666703,"Rosario, Eguy",25,R,SD,NL,3B,5,5,5,5,F,"3211 AFF",7,497.22,438,748,128,-14,-14,136,124,14,25,6,0,4,15,11,38,4,2,.205,.267,.379,0.645,8%,0.69,0.29,26%,103,82,75,44%,20%,36%,.230,35%,2.9,-5.2,10
7015,665923,"Ruiz, Esteury",26,R,ATH,AL,OF,o78,o7,o7,o,D+,"1503 FDB",27,481.32,284,674,145,2,2,306,285,39,69,14,2,4,31,20,77,32,10,.245,.292,.356,0.648,6%,0.73,0.26,32%,75,108,147,38%,20%,41%,.213,25%,3.4,-5.6,
6037,660688,"Ruiz, Keibert",26,B,WSH,NL,C,20,2,2,2,B,"1145 BAB",55,203.79,99,280,44,1,1,476,453,46,114,22,,12,57,22,52,2,0,.252,.286,.386,0.672,4%,0.88,0.42,26%,73,56,43,37%,20%,43%,.257,55%,3.7,2.0,142
8133,687221,"Rushing, Dalton",24,L,LA,NL,C,2,2,2,2,F,"3020 AFF",0,411.24,227,581,,-16,-16,68,61,7,14,2,0,3,9,6,17,0,0,.239,.298,.443,0.741,8%,0.72,0.35,27%,112,85,21,44%,20%,36%,.236,30%,4.0,0.9,78
6400,668939,"Rutschman, Adley",27,B,BAL,AL,C,20,20,20,20,B,"2145 AAB",60,61.79,29,85,,10,10,544,480,69,126,23,0,19,66,63,87,1,0,.264,.348,.440,0.788,11%,0.82,0.72,29%,97,67,45,38%,22%,40%,.264,50%,5.2,22.2,178
7241,666165,"Sabol, Blake",27,L,BOS,AL,C,2,2,2,2,F,"1301 AFF",5,452.90,715,750,,-16,-16,136,124,13,24,4,0,2,14,11,43,2,0,.198,.259,.296,0.555,8%,0.65,0.26,28%,63,96,92,44%,20%,36%,.193,30%,2.3,-4.9,
7886,695336,"Saggese, Thomas",22,R,STL,NL,SS,4,4,6,6,D,"2213 AAF",24,502.76,337,743,,-4,-4,306,289,37,69,13,1,8,43,16,79,3,1,.242,.279,.388,0.667,5%,0.72,0.20,30%,91,86,70,40%,20%,40%,.227,30%,3.5,-6.3,3
6302,645305,"Sanchez, Ali",28,R,TOR,AL,C,2,2,2,2,F,"1000 AFF",0,,,,,-19,-19,34,31,2,5,2,,0,2,2,8,,,.170,.212,.271,0.483,6%,0.72,0.25,22%,59,87,,44%,20%,36%,.204,45%,1.5,-2.2,
4541,596142,"Sanchez, Gary",32,R,BAL,AL,C,02,02,02,02,D,"3003 CBA",18,488.03,331,745,56,-10,-10,272,246,28,51,7,0,11,37,25,72,,,.211,.280,.393,0.673,9%,0.71,0.35,25%,103,75,,40%,16%,43%,.211,35%,3.3,-1.9,28
6210,660821,"Sanchez, Jesus",27,L,MIA,NL,RF,o907,o907,o90,o9,B,"4245 AAB",75,243.82,167,346,17,11,11,578,528,66,133,27,3,22,71,49,155,11,2,.252,.315,.442,0.757,8%,0.71,0.32,32%,125,85,79,49%,21%,30%,.258,35%,4.8,12.7,96
8100,691594,"Sanoja, Javier",22,R,MIA,NL,2B,o,4,4,4,F,"1141 AFF",7,455.36,660,745,,-14,-14,102,94,8,25,5,0,1,10,7,7,2,1,.267,.317,.383,0.700,6%,0.92,1.00,28%,53,75,58,44%,20%,36%,.262,70%,3.8,-0.3,175
3406,467793,"Santana, Carlos",38,B,CLE,AL,1B,3,3,3,3,B+,"3235 AAB",65,374.49,247,570,12,2,2,544,477,61,107,23,,19,67,66,93,3,,.226,.319,.400,0.719,12%,0.80,0.71,24%,100,63,64,40%,17%,42%,.246,60%,4.1,-3.3,167
5528,623993,"Santander, Anthony",30,B,TOR,AL,LF,9o0,9o0,9o0,9o0,B+,"4035 AAA",60,89.32,29,137,,11,11,578,525,76,122,26,0,30,87,52,122,0,0,.234,.302,.460,0.761,9%,0.77,0.43,25%,133,63,31,34%,16%,50%,.249,50%,4.5,8.0,185
7811,694384,"Schanuel, Nolan",23,L,LAA,AL,1B,3,3,3,3,B+,"1245 AAB",60,323.75,233,410,,9,9,646,560,80,148,20,1,9,55,85,105,8,1,.266,.361,.358,0.720,13%,0.81,0.81,31%,55,83,77,47%,26%,28%,.261,55%,4.5,1.7,78
7285,669477,"Schmitt, Casey",26,R,SF,NL,3B,465,4,4,5,D,"3221 ABC",8,459.77,407,750,,-13,-13,170,161,15,37,8,0,6,18,8,43,2,0,.233,.266,.408,0.674,4%,0.73,0.19,28%,107,74,60,39%,19%,42%,.234,35%,3.5,-3.2,39
8005,682177,"Schneemann, Daniel",28,L,CLE,AL,2B,o658947,o6589,o658,o6,D,"2101 AAC",4,461.53,504,748,,-13,-13,238,215,21,45,11,0,5,21,22,72,4,2,.213,.283,.354,0.637,9%,0.67,0.31,29%,94,71,53,44%,22%,34%,.219,30%,3.0,-6.3,
7400,676914,"Schneider, Davis",26,R,TOR,AL,2B,7o4,7o4,7o4,7o4,D,"4211 AAD",8,501.82,432,745,,-12,-12,204,181,23,37,9,0,8,21,22,62,3,0,.209,.291,.402,0.692,10%,0.65,0.35,26%,131,68,62,27%,23%,50%,.222,35%,3.7,-1.3,39
7981,680474,"Schuemann, Max",27,R,ATH,AL,3B,65o47,65,65,65,D,"1301 AAA",5,495.03,380,745,,-14,-14,170,154,20,33,5,0,2,12,15,47,6,1,.217,.284,.307,0.591,8%,0.69,0.32,30%,54,96,91,36%,22%,42%,.193,25%,2.7,-6.8,
7864,668845,"Schunk, Aaron",27,R,COL,NL,3B,45,45,4,5,F,"1111 AFF",4,455.60,453,739,,-17,-17,102,98,6,20,6,0,1,8,3,22,2,2,.208,.228,.320,0.548,2%,0.77,0.14,25%,69,75,57,44%,20%,36%,.232,45%,2.0,-6.8,
4800,656941,"Schwarber, Kyle",32,L,PHI,NL,DH,0,0,0,0,B+,"5125 BAB",65,68.45,22,109,12,21,21,646,544,102,131,20,0,39,97,102,189,3,1,.241,.361,.502,0.863,15%,0.65,0.54,29%,169,65,45,39%,17%,44%,.242,40%,6.0,22.0,175
7959,687363,"Scott, Victor",24,L,STL,NL,CF,o8,o8,o8,o8,D,"1401 ACF",6,,,,,-11,-11,170,160,17,37,5,0,3,13,9,34,12,3,.233,.272,.338,0.611,5%,0.79,0.26,28%,55,87,106,43%,16%,40%,.213,35%,3.0,-5.9,
4794,608369,"Seager, Corey",30,L,TEX,AL,SS,60,6,6,6,B+,"4055 DAF",70,44.51,19,71,59,21,21,544,484,78,139,28,,31,82,59,93,0,0,.289,.365,.539,0.904,10%,0.81,0.63,30%,143,67,33,41%,19%,40%,.284,50%,7.0,37.8,289
4431,543760,"Semien, Marcus",34,R,TEX,AL,2B,4,4,4,4,B+,"2335 AAD",65,88.16,25,147,,16,16,680,618,100,155,29,2,21,77,61,107,8,2,.251,.318,.413,0.731,8%,0.83,0.57,27%,90,105,85,38%,18%,44%,.249,45%,4.4,9.2,192
7947,807713,"Shaw, Matt",23,R,CHI,NL,3B,5,5,5,5,F,"2335 AFF",65,245.07,57,431,,10,10,476,429,60,108,16,2,16,55,46,102,24,11,.253,.324,.420,0.744,9%,0.76,0.45,30%,96,100,97,44%,20%,36%,.248,45%,4.4,2.6,117
6707,657757,"Sheets, Gavin",28,L,SD,NL,OF,9o30,9o30,9o30,9o30,D+,"1101 AAB",3,484.95,281,750,,-16,-16,102,94,7,21,4,,2,11,7,22,0,0,.226,.277,.356,0.633,6%,0.76,0.32,27%,71,80,40,39%,19%,42%,.215,35%,3.0,-3.0,10
7391,668853,"Shenton, Austin",27,L,SEA,AL,3B,3,5,5,5,F,"3001 AFF",4,453.16,577,749,,-17,-17,136,124,11,23,3,0,4,15,11,57,,,.191,.252,.342,0.594,8%,0.54,0.19,30%,102,77,,44%,20%,36%,.172,20%,2.4,-7.0,
7163,672279,"Siani, Michael",25,L,STL,NL,CF,o89,o8,o8,o8,D,"0401 AAB",5,502.03,413,749,29,-12,-12,238,218,28,45,6,1,0,15,19,66,12,2,.207,.270,.255,0.525,8%,0.69,0.29,30%,31,103,112,57%,19%,24%,.206,30%,2.3,-13.0,
6755,686445,"Siani, Sammy",24,L,PIT,NL,CF,8,8,8,8,F,"0200 AFF",0,,,,,-17,-17,68,62,6,13,2,0,0,5,5,15,1,1,.226,.269,.319,0.588,7%,0.75,0.33,28%,29,88,69,44%,20%,36%,.199,30%,2.0,-4.2,
8197,802415,"Simpson, Chandler",24,L,TB,AL,OF,o,o,o,o,F,"0510 AFF",0,466.76,221,731,,-14,-14,68,64,7,18,2,0,0,2,3,8,9,3,.281,.313,.326,0.639,4%,0.88,0.38,32%,24,95,135,44%,20%,36%,.230,30%,3.5,-1.1,32
4229,572138,"Singleton, Jon",33,L,HOU,AL,1B,30,30,3,3,D,"0000 AAB",0,468.39,475,748,,-18,-18,34,30,3,6,1,0,0,3,3,10,,,.210,.273,.337,0.610,9%,0.66,0.30,30%,34,91,,37%,18%,45%,.161,20%,2.0,-2.2,
6024,642350,"Siri, Jose",29,R,NYM,NL,CF,8o,8o,8o,8o,C,"4403 BAC",33,450.19,191,597,39,0,0,408,382,54,79,16,2,19,49,25,154,15,4,.207,.256,.416,0.672,6%,0.60,0.16,29%,153,100,106,40%,18%,42%,.217,25%,3.4,-9.8,17
5574,596103,"Slater, Austin",32,R,CWS,AL,OF,o978,o97,o97,o97,D,"1211 DCC",5,452.56,443,720,99,-5,-5,238,209,37,54,7,,5,28,28,65,6,1,.259,.346,.378,0.724,11%,0.69,0.43,35%,74,86,76,50%,25%,24%,.231,30%,4.4,2.4,
8196,701358,"Smith, Cam",,R,HOU,AL,3B,5,5,5,5,F,"5141 AFF",11,462.96,251,744,,-16,-16,102,93,9,25,13,2,0,3,8,31,0,0,.272,.327,.487,0.814,7%,0.67,0.26,40%,165,113,56,44%,20%,36%,.258,25%,5.1,2.6,185
7012,669701,"Smith, Josh H.",27,L,TEX,AL,3B,560,560,56,56,D+,"1213 AAB",21,387.17,180,521,33,-7,-7,340,307,38,70,14,0,7,31,32,76,6,1,.231,.301,.360,0.660,9%,0.75,0.42,28%,77,78,68,40%,20%,39%,.225,45%,3.5,-6.7,21
6548,656976,"Smith, Pavin",29,L,ARI,NL,DH,o397,o397,o397,o,D+,"4133 ABB",33,392.98,204,577,,-5,-5,306,273,37,64,13,1,13,41,32,67,1,1,.236,.315,.436,0.751,10%,0.75,0.48,26%,121,78,41,43%,19%,38%,.256,50%,4.5,-1.0,157
6036,669257,"Smith, Will",29,R,LA,NL,C,2,2,2,2,B,"3335 AAA",70,92.70,49,144,,7,7,476,425,70,107,20,1,18,68,51,90,1,,.253,.331,.440,0.771,10%,0.79,0.56,28%,107,82,83,34%,20%,46%,.249,45%,4.9,16.3,171
6771,691016,"Soderstrom, Tyler",23,L,ATH,AL,C,3,3,3,3,D+,"3005 CCB",40,290.80,192,430,66,0,0,578,540,51,120,21,1,23,67,37,163,,1,.223,.272,.398,0.670,6%,0.70,0.23,27%,112,68,0,54%,13%,34%,.219,30%,3.5,-1.8,14
8058,686765,"Sogard, Nick",27,B,BOS,AL,2B,465,4,4,4,F,"1100 AFF",0,,,,,-17,-17,68,61,7,13,2,0,1,6,6,18,1,1,.214,.284,.321,0.604,8%,0.71,0.33,29%,59,83,49,44%,20%,36%,.205,30%,2.6,-2.5,
4061,456781,"Solano, Donovan",37,R,SEA,AL,3B,503,503,503,503,D,"1233 CBA",27,496.40,361,749,79,-8,-8,306,284,28,72,15,,5,29,21,67,0,,.254,.305,.370,0.675,6%,0.76,0.31,32%,74,72,72,43%,25%,32%,.245,35%,3.7,-3.6,7
4721,624585,"Soler, Jorge",33,R,LAA,AL,RF,0o9,0o9,0o9,0o9,B,"4035 DAD",60,218.64,158,285,118,8,8,578,510,77,118,29,1,30,68,67,152,1,1,.231,.321,.475,0.796,11%,0.70,0.44,27%,157,71,36,37%,17%,46%,.251,45%,5.0,15.4,189
6021,624641,"Sosa, Edmundo",29,R,PHI,NL,3B,654,654,654,65,D,"2421 ACC",9,494.11,336,717,37,-8,-8,238,228,32,55,10,2,5,26,9,61,5,1,.243,.270,.392,0.661,3%,0.73,0.15,31%,85,122,108,46%,19%,35%,.233,30%,3.4,-5.4,25
7052,672820,"Sosa, Lenyn",25,R,CWS,AL,2B,54,54,54,54,D+,"1123 AAB",21,449.22,304,625,,-4,-4,442,425,37,102,17,,12,41,16,99,2,2,.241,.268,.371,0.638,3%,0.77,0.16,29%,79,77,42,40%,23%,37%,.240,35%,3.2,-8.8,7
5882,665742,"Soto, Juan",26,L,NYM,NL,LF,o97,o9,o9,o9,C,"4155 AAB",75,7.55,2,14,,30,30,680,535,110,150,31,2,33,101,144,112,8,3,.282,.433,.534,0.967,21%,0.79,1.29,30%,146,75,58,45%,19%,36%,.290,60%,8.1,62.2,357
4363,543807,"Springer, George",35,R,TOR,AL,RF,o90,o90,o90,o9,A,"2335 BAB",65,238.90,154,352,9,9,9,578,523,78,126,20,2,17,62,54,113,12,1,.241,.312,.392,0.703,9%,0.78,0.48,28%,86,97,93,47%,18%,34%,.246,45%,4.1,2.7,114
5294,607732,"Stallings, Jacob",35,R,COL,NL,C,2,2,2,2,D+,"3023 ABC",24,466.51,297,724,,-5,-5,408,368,40,87,21,1,10,45,39,99,,,.238,.310,.387,0.697,9%,0.73,0.39,30%,100,73,,45%,19%,37%,.235,30%,3.9,3.9,57
3373,519317,"Stanton, Giancarlo",35,R,NYY,AL,DH,0,0,0,0,B,"5023 FAB",30,349.21,154,750,126,-0,-0,408,365,42,81,15,,24,63,42,122,,,.224,.302,.463,0.765,10%,0.66,0.34,26%,160,61,,42%,16%,42%,.233,30%,4.6,-0.6,125
4443,545358,"Stassi, Max",33,R,SF,NL,C,2,2,2,2,F,"1001 FFF",2,,,,372,-17,-17,102,92,10,18,2,0,2,9,9,32,,,.203,.267,.327,0.595,8%,0.65,0.28,28%,62,92,,48%,18%,34%,.186,25%,2.4,-3.4,
7126,668715,"Steer, Spencer",27,R,CIN,NL,LF,7o340,7o3,7o3,7o3,B,"3425 AAD",70,120.91,50,320,,5,5,476,429,55,103,24,3,12,63,46,108,14,2,.241,.314,.401,0.715,9%,0.75,0.43,29%,102,104,105,39%,19%,43%,.239,40%,4.3,2.8,121
6825,683021,"Stefanic, Michael",29,R,TOR,AL,2B,4,4,4,4,F,"1320 AFF",0,,,,63,-17,-17,34,31,3,9,2,,0,4,2,4,0,,.294,.333,.369,0.703,6%,0.87,0.50,33%,50,91,91,44%,20%,36%,.239,40%,4.2,0.3,100
6391,663886,"Stephenson, Tyler",28,R,CIN,NL,C,20,2,2,2,B,"3235 CAD",65,139.63,73,192,122,6,6,476,432,63,111,23,0,15,64,43,115,0,,.259,.324,.425,0.749,9%,0.73,0.37,32%,106,71,71,47%,22%,31%,.249,30%,4.6,13.0,67
7095,670276,"Stevenson, Cal",28,L,PHI,NL,OF,o8,o,o,o,F,"0300 AFF",0,,,,,-18,-18,34,29,4,6,1,0,0,2,4,7,1,0,.238,.303,.355,0.658,12%,0.74,0.57,27%,31,94,83,44%,20%,36%,.196,30%,2.5,-1.4,
5042,596115,"Story, Trevor",32,R,BOS,AL,SS,6,6,6,6,B,"3305 FDC",55,252.63,148,357,350,7,7,510,461,60,108,28,1,12,59,48,156,26,7,.235,.306,.382,0.688,9%,0.66,0.31,33%,112,91,98,36%,21%,43%,.217,25%,3.9,-4.4,10
6923,681082,"Stott, Bryson",27,L,PHI,NL,2B,46,46,4,4,B+,"1425 AAC",60,167.45,85,225,,7,7,578,532,61,130,23,2,10,50,45,105,25,3,.244,.303,.355,0.658,7%,0.80,0.43,29%,68,93,102,45%,20%,35%,.244,45%,3.8,-2.3,75
6924,669065,"Stowers, Kyle",27,L,MIA,NL,LF,o798,o798,o7,o7,D+,"3003 ABB",18,481.59,334,623,,-7,-7,408,376,40,79,17,1,11,51,31,131,0,1,.212,.270,.361,0.631,7%,0.65,0.24,29%,103,70,24,44%,18%,38%,.208,30%,3.0,-12.1,
5998,664702,"Straw, Myles",30,R,TOR,AL,OF,o,o,o,o,F,"0400 AFF",0,451.57,536,650,,-19,-19,68,63,5,10,1,0,0,3,4,18,2,0,.170,.209,.226,0.435,5%,0.71,0.22,22%,15,100,111,44%,20%,36%,.181,40%,1.2,-5.9,
5861,596117,"Stubbs, Garrett",31,L,PHI,NL,C,2,2,2,2,F,"0201 AFF",3,452.68,496,742,,-15,-15,204,185,22,39,4,,1,13,18,57,2,1,.214,.281,.256,0.537,8%,0.69,0.32,30%,31,90,65,39%,19%,41%,.173,20%,2.3,-7.6,
4583,553993,"Suarez, Eugenio",33,R,ARI,NL,3B,5,5,5,5,B,"4125 AAB",60,165.56,79,269,11,13,13,578,524,77,130,25,0,26,89,53,173,1,0,.249,.317,.453,0.770,9%,0.67,0.31,32%,137,65,44,33%,22%,44%,.234,25%,4.8,9.6,60
6945,664954,"Sullivan, Brett",31,L,SD,NL,C,2,2,2,2,F,"0300 AFF",0,,,,,-19,-19,34,31,3,5,1,0,0,2,2,6,0,,.189,.212,.313,0.525,6%,0.80,0.33,20%,27,99,99,44%,20%,36%,.207,40%,1.2,-2.4,
6980,669261,"Suwinski, Jack",26,L,PIT,NL,CF,o879,o879,o879,o879,D,"3201 AAD",6,501.04,432,749,,-15,-15,102,91,11,19,3,0,4,11,10,32,2,0,.210,.287,.423,0.710,9%,0.64,0.31,27%,115,82,77,40%,18%,41%,.208,25%,3.6,-1.7,
6917,673548,"Suzuki, Seiya",30,R,CHI,NL,DH,o90,o90,o90,o90,B,"4435 CAB",80,83.15,46,134,82,14,14,578,512,75,132,28,5,21,73,65,142,12,6,.258,.341,.461,0.802,11%,0.72,0.46,32%,128,126,100,36%,21%,43%,.247,35%,5.2,9.5,192
5129,621020,"Swanson, Dansby",31,R,CHI,NL,SS,6,6,6,6,B,"3325 BAA",65,179.14,106,274,28,15,15,646,586,86,144,29,2,19,74,59,159,17,3,.247,.315,.404,0.719,9%,0.73,0.37,31%,102,93,91,47%,19%,35%,.244,30%,4.3,1.9,75
8062,700242,"Sweeney, Trey",24,L,DET,AL,SS,6,6,6,6,C,"2203 AAA",21,467.02,302,601,,-5,-5,306,279,33,67,13,0,8,32,26,83,9,3,.240,.305,.388,0.693,8%,0.70,0.31,31%,94,76,68,46%,14%,41%,.215,25%,3.8,-3.4,
5746,665487,"Tatis Jr., Fernando",26,R,SD,NL,RF,9o,9o,9o,9o,D+,"4255 FAA",80,10.78,4,20,204,30,30,646,598,103,162,36,1,33,91,47,158,20,4,.272,.324,.506,0.830,7%,0.73,0.30,32%,147,79,79,48%,19%,33%,.277,35%,5.7,30.3,185
5636,643565,"Tauchman, Mike",34,L,CWS,AL,RF,o9078,o9078,o907,o90,D,"1223 BCA",24,460.74,315,747,32,7,7,442,380,75,97,15,,9,54,61,93,9,2,.258,.358,.375,0.733,13%,0.75,0.66,32%,73,82,70,44%,21%,35%,.233,45%,4.6,6.7,50
6494,665750,"Taveras, Leody",26,B,TEX,AL,OF,8o,8o,8o,8o,C+,"1311 AAC",6,440.66,282,580,14,-8,-8,238,221,27,53,9,1,5,23,16,55,9,2,.241,.291,.378,0.669,6%,0.75,0.29,30%,77,94,93,42%,20%,38%,.228,30%,3.6,-3.2,14
8153,694374,"Tawa, Tim",25,R,ARI,NL,2B,4,4,4,4,F,"2121 AFF",6,454.05,690,750,,-15,-15,136,128,13,27,6,0,4,13,7,35,2,1,.217,.252,.372,0.623,5%,0.72,0.20,26%,95,80,55,44%,20%,36%,.233,40%,2.8,-4.4,3
4699,621035,"Taylor, Chris",34,R,LA,NL,OF,o7548,o754,o754,o754,F,"1201 CFF",4,476.99,460,750,80,-10,-10,204,178,25,41,7,0,4,22,25,58,5,1,.236,.325,.357,0.682,12%,0.67,0.43,32%,79,79,68,36%,24%,38%,.207,30%,3.7,-1.7,
4713,572191,"Taylor, Michael A.",33,R,CWS,AL,OF,o8,o8,o8,o8,F,"1401 AFF",6,458.43,543,739,16,-15,-15,136,125,16,25,4,0,2,9,10,49,5,0,.202,.259,.297,0.557,7%,0.61,0.20,31%,67,94,104,44%,20%,36%,.182,20%,2.5,-6.0,
4886,621438,"Taylor, Tyrone",31,R,NYM,NL,CF,o9870,o987,o987,o987,C,"3321 DBA",9,500.84,437,750,97,-8,-8,204,193,28,46,12,1,6,24,10,49,5,0,.242,.276,.423,0.699,4%,0.74,0.20,29%,111,89,92,37%,21%,42%,.244,35%,3.9,-1.8,89
8166,691019,"Teel, Kyle",23,L,CWS,AL,C,2,2,2,2,F,"1100 AFF",0,488.44,211,688,,-15,-15,68,61,10,15,3,,1,9,7,17,1,0,.253,.324,.365,0.689,10%,0.72,0.41,33%,73,85,56,44%,20%,36%,.218,30%,3.9,0.5,
5199,642133,"Tellez, Rowdy",29,L,SEA,AL,1B,3,3,3,3,D+,"3021 CAB",6,477.52,416,750,46,-14,-14,136,123,12,28,5,,5,19,12,29,,,.235,.296,.401,0.697,8%,0.76,0.41,26%,100,65,,38%,19%,43%,.234,45%,3.8,-2.1,82
7271,677588,"Tena, Jose",23,L,WSH,NL,3B,54,5,5,5,C,"2213 AAA",24,428.29,219,588,,-8,-8,272,255,26,62,12,1,5,25,16,80,7,4,.244,.288,.365,0.653,5%,0.68,0.20,34%,85,92,77,47%,22%,31%,.225,25%,3.4,-6.4,
5775,642136,"Thaiss, Matt",29,L,CWS,AL,C,20,2,2,2,F,"2101 AFF",4,451.93,687,749,10,-11,-11,238,201,23,47,10,,3,25,36,73,2,1,.237,.350,.344,0.694,15%,0.64,0.49,35%,81,70,49,42%,20%,38%,.195,20%,3.8,1.5,
6871,677950,"Thomas, Alek",24,L,ARI,NL,OF,8o,8o,8o,8o,D+,"1343 DCB",33,483.81,381,654,94,-6,-6,306,286,38,67,14,2,6,33,19,58,8,3,.236,.282,.368,0.650,6%,0.80,0.33,27%,79,91,83,58%,17%,25%,.263,45%,3.4,-5.9,82
8123,687515,"Thomas, Colby",24,R,ATH,AL,OF,o,o,o,o,F,"4221 AFF",9,464.58,318,658,,-12,-12,170,161,17,36,11,0,5,19,8,51,3,1,.227,.260,.421,0.681,4%,0.68,0.16,30%,122,74,61,44%,20%,36%,.236,30%,3.3,-3.7,10
6114,657041,"Thomas, Lane",29,R,CLE,AL,CF,o98,o98,o98,o98,B,"3425 BAC",70,173.28,77,249,34,10,10,544,500,68,121,27,3,15,62,43,144,23,9,.242,.302,.404,0.706,7%,0.71,0.30,31%,107,105,102,42%,20%,39%,.238,30%,4.0,-3.0,71
4291,572204,"Thompson, Trayce",33,R,BOS,AL,OF,o,o,o,o,F,"3200 AFF",0,451.30,579,588,61,-18,-18,68,63,6,10,2,0,2,7,5,26,1,0,.169,.221,.347,0.567,7%,0.58,0.19,23%,101,87,66,44%,20%,36%,.192,30%,2.0,-4.3,
7119,669911,"Toglia, Michael",26,B,COL,NL,1B,39o,39o,3,3,B,"4215 AAC",60,180.20,106,264,,5,5,578,522,64,121,20,2,23,61,55,184,7,2,.233,.305,.416,0.721,9%,0.65,0.30,31%,125,85,67,38%,20%,42%,.220,20%,4.2,-3.4,17
6476,679529,"Torkelson, Spencer",25,R,DET,AL,1B,3,3,3,3,B,"3301 AAD",7,396.60,170,558,,-14,-14,136,122,16,26,6,0,4,15,13,40,0,,.221,.289,.389,0.678,9%,0.67,0.33,28%,108,86,86,34%,19%,47%,.211,25%,3.4,-3.7,7
5498,620443,"Torrens, Luis",28,R,NYM,NL,C,2,2,2,2,F,"2101 AFF",4,464.24,338,750,20,-14,-14,238,225,20,46,8,,6,22,12,79,2,2,.208,.245,.324,0.569,5%,0.65,0.15,29%,86,68,40,44%,20%,36%,.203,25%,2.4,-8.1,
5653,650402,"Torres, Gleyber",28,R,DET,AL,2B,4,4,4,4,B,"2135 AAB",55,219.65,101,303,,10,10,544,489,70,130,23,0,15,58,54,100,6,3,.268,.339,.413,0.752,9%,0.79,0.54,31%,86,79,58,38%,22%,40%,.249,40%,4.7,11.6,114
7162,678662,"Tovar, Ezequiel",23,R,COL,NL,SS,6,6,6,6,B,"4225 AAA",65,123.66,43,178,,11,11,612,587,72,146,36,3,22,70,24,171,7,4,.250,.278,.440,0.718,3%,0.71,0.14,31%,127,99,71,36%,22%,42%,.244,30%,4.0,-3.5,85
6276,666211,"Trammell, Taylor",27,L,HOU,AL,RF,o,9,9,9,F,"0200 AFF",0,453.19,511,750,78,-18,-18,34,30,3,5,1,0,0,3,3,12,1,0,.200,.242,.345,0.588,9%,0.59,0.25,28%,38,90,75,44%,20%,36%,.161,15%,1.6,-2.3,
6657,676701,"Trejo, Alan",28,R,TEX,AL,SS,45,4,4,6,F,"0100 AFF",0,,,,,-19,-19,34,31,2,6,1,0,0,2,2,10,0,0,.198,.242,.299,0.541,6%,0.67,0.20,29%,32,94,40,44%,20%,36%,.173,25%,1.7,-2.4,
5701,624431,"Trevino, Jose",32,R,CIN,NL,C,2,2,2,2,F,"1211 FCB",5,500.89,419,746,121,-13,-13,204,187,22,42,7,,4,20,16,35,0,,.229,.286,.347,0.633,7%,0.81,0.46,26%,63,79,79,46%,18%,36%,.229,50%,3.1,-2.9,53
8108,701649,"Triantos, James",22,R,CHI,NL,2B,4,4,4,4,F,"0420 AFF",0,463.47,502,744,,-14,-14,68,64,9,17,3,0,0,6,3,8,5,1,.279,.298,.386,0.684,4%,0.87,0.38,30%,36,89,105,44%,20%,36%,.237,35%,3.4,-0.9,50
7362,669707,"Triolo, Jared",27,R,PIT,NL,2B,5436,54,54,54,D+,"2401 AAC",7,502.36,439,747,,-11,-11,204,183,23,43,7,1,4,19,20,56,5,1,.239,.310,.360,0.670,9%,0.69,0.36,32%,80,115,107,40%,23%,37%,.218,25%,3.7,-1.2,
6505,644433,"Tromp, Chadwick",29,R,ATL,NL,C,2,2,2,2,F,"1001 AFF",2,453.17,321,749,54,-15,-15,136,125,11,29,6,,2,17,10,34,,,.236,.289,.350,0.639,7%,0.73,0.29,30%,71,68,,44%,20%,36%,.213,25%,3.1,-1.6,
3857,545361,"Trout, Mike",33,R,LAA,AL,DH,8o,8o,8o,8o,B,"5443 FCC",48,116.76,27,202,260,13,13,442,376,68,101,15,3,30,59,65,113,5,1,.269,.376,.570,0.946,14%,0.70,0.58,30%,182,125,111,29%,21%,50%,.265,35%,7.4,30.5,335
5736,663656,"Tucker, Kyle",28,L,CHI,NL,RF,9o0,9o,9o,9o,C,"4355 DAD",85,8.31,2,17,92,35,35,646,553,101,164,28,2,32,98,92,103,20,2,.297,.397,.533,0.930,14%,0.81,0.89,32%,130,79,81,32%,21%,47%,.273,50%,7.8,58.7,300
6582,668930,"Turang, Brice",25,L,MIL,NL,2B,4,4,4,4,C+,"1425 AAB",60,137.14,48,221,,12,12,578,530,62,135,20,3,6,50,47,112,38,5,.255,.315,.341,0.656,8%,0.79,0.42,31%,55,98,114,48%,21%,31%,.239,40%,3.9,,25
3349,457759,"Turner, Justin",40,R,CHI,NL,1B,035,03,03,03,B,"2033 AAB",24,486.86,350,716,8,-4,-4,306,275,38,72,14,,8,39,30,55,0,0,.263,.334,.406,0.740,9%,0.80,0.55,30%,87,72,36,33%,24%,43%,.253,40%,4.6,2.0,114
4949,607208,"Turner, Trea",31,R,PHI,NL,SS,6,6,6,6,D+,"3445 BAB",80,25.26,7,41,45,25,25,646,607,99,166,32,2,23,70,38,123,22,3,.274,.316,.451,0.767,5%,0.80,0.31,31%,104,111,117,44%,20%,36%,.266,35%,5.1,14.8,175
